"porn?
empty/1"	"text artifacts?
empty/1"	"unnatural?
empty/1"	"lang correct?
0/1"	text_show	id
			1	"Ботаника душе
У петак, 25.октобра, у Великој сали Градске општине Звзедара са почетком у 12,00 часова, Удружење “Први корак” реализоваће креативну интерактивну радионицу “Ботаника душе”.
Славица Ступарушић, новинарка Политике, кроз едукацију, изношење свог искуства и препорука како и зашто треба што чешће “бити у друштву биљака”, покушаће да објасни све предности аматерског баштованства за појединце али и средину у којој живимо. На радионици ће бити речи о баштованству као хобију, развијању личних вештина, самотерапији, али и могућности да “поправимо” кућни буџет чак и у урбаним условима. Радионица је намењена старијој популацији али и свим генерацијама и суграђанима који желе да нешто науче.
За све учеснике радионице Удружење “Први корак” је припремило поклоне- кесице са семенским материјалом, миксом цвећа, поврћа и зачина као и штампане препоруке за прве баштованске кораке који ће бити корисни и добри, пре свега за душу баштована, смањење свакодневног стреса, осећаја усамљености па чак и депресије.
Радионица се реализује у оквиру пројекта “Ботаника душе” који је суфинансиран из буџета Градске општине Звездара у 2019.години.
Улаз је слободан."	c46da6c32703735a4b896461b9bf0229
	1		1	"Једна од највећих инфраструктурних инвестиција у 2019. години, која се спроводи на територији општине Стара Пазова је реконструкција путног правца Стари Бановци – Стара Пазова, која је, због своје сложености, рађена из више фаза. Овај пројекат обухвата дужину већу од 10км региналног пута и подразумева потез од раскрснице улица Миленка Певца и Здравка Јекића у Старим Бановцима до центра у Старој Пазови.
У првим фазама протеклих сезона, у оквиру поменутог путног правца, рађене су комплетне реконст
... (401 chars skipped) ... 
 Старим Бановцима па до кружног тока на искључењу са ауто-пута, што обухвата дужину од 5,6км путног правца. О значају ове инвестиције, којом се побољшава веза између свих насеља у Подунављу и централног места Општине Стара Пазова, говори и чињеница да се овај подухват детаљне реконструкције реализује први пут након неколико деценија. У практичном смислу ради се о потпуно новом путу.
Радове који се спроводе на овој деоници недавно су обишли председник општине Стара Пазова, Ђорђе Радиновић и помоћ
... (401 chars skipped) ...
тни правац Стара Пазова – Крњешевци, затим Војка - Стари Бановци, уређење пута Нова Пазова – Бусије, и друге“, закључио је председник Радиновић.
Због радова, саобраћај на овој деоници је успорен, па је грађанима упућен апел да се корисни алтернативни пут од кружног тока поред пазовачких базена до Старих Бановаца.
Фотографије:
http://www.starapazova.rs/informacije/novosti/5332-kontinuirana-ulaganja-u-infrastrukturu-rekonstrukcija-putnog-pravca-stara-pazova-stari-banovci-1.html#sigFreeIdf483207e9c"	03922b441d63ec0062a8f97a2d75f1b3
	1		1	"Немачка прати ситуацију у Донбасу након убиства председника Доњецке Народне Републике Александра Захарченка и позива све стране на кон
Писац Захар Прилепин, бивши саветник председника Доњецке Народне Републике Алекандра Захарченка, изразио је мишљење да је убиство председника у инте
""Видели смо извештаје о томе (убиство председника Захарченка) у петак. Конфликт на истоку Украјине је довео до губитка превише живо
""Србија и Косово имају реалну шансу да закључе свеобухватни и правно обавезујући спо
... (400 chars skipped) ... 
а који би могли да дођу у ове земље из Сиријске Арапске
Израелски премијер Бенјамин Нетанијаху поздравио је одлуку Сједињених Америчких Држава да укину средства Агенцији УН за хуманитарну помо
Дамаск ће наставити да се бори против тероризма, без обзира да ли ће САД и њихови савезници извршити агресију на Сирију или не,...
Министар спољних послова Немачке Хајко Мас позвао је Европску Унију да одустане од принципа једногласног доношења одлука како се њене
Председник Башар ал Асад je победио у рату
... (400 chars skipped) ...
акао је да би Анкара и Атина требало да отворе ново поглавље у односима, иако је кри...
Убиство лидера ДНР Александра Захарченка изазива жаљење. Италија је спремна да се укључи у истрагу о том инциденту, уколико је Европска
Посланик Врховне раде Игор Мосијчук позвао је украјинске власти да преузму одговорност за убиство председника ДНР Александра Захарченка,
Европске земље требало би да предузму акцију и плате цену ако желе да имају користи од нуклеарног споразума Ирана са великим силама, изј..."	c768e47860164ba92da91a70ef2c4c8d
	1		1	"Само 11 одсто испитаника на Косову каже да постоје партије и политичари којима се верује, две трећине сматра да је Русија најбољи бранилац интереса Срба, док готово половина анкетираних мисли да Заједница српских општина неће бити формирана – казао је Миодраг Милићевић, извршни директор НВО Актив, на представљању истраживања “Анализа трендова 2021: ставови српске заједнице на Косову”.
Милићевић је навео да је приметан пад већ трећу годину заредом испитаника који верују у политичке партије и у по
... (1224 chars skipped) ... 
сли да се безбедносна ситуација погоршала у последњих годину дана.
– Један од најалармантнијих података који се већ годинама уназад у нашим анализама на жалост појављује, то је миграција, где готово половина свих испитаника не види себе у наредних пет година на Косову. То је за овако једну девастирану заједницу, попут српске данас на Косову, не алармантан, него катострофалан податак. На моју велику жалост, искрен да будем, нисмо видели ниједан адекватан институцијални одговор, било у Приштини, а
... (1224 chars skipped) ...
оримо, односно да се нађе јасан механизам и модалитет борбе против Ковида, ми смо данас имали, на жалост, ситуацију да се уместо на Косову, 95 посто испитаника вакцинисало у неким од здравствених центара широм Србије – каже Милићевић .
Овогодишње издање Анализе трендова је седмо по реду од 2015. године, када је НВО Актив започео ово истраживање.
Данас
За више вести из Србије и света на ове и сличне теме, придружите нам се на Фејсбуку, Твитеру, Инстаграму, Телеграму, Вконтакту, Вотсапу и Јутјубу."	b55cabee198989089bbec2f5f1c4feee
	1		1	"Председница Владе Републике Србије Ана Брнабић саопштила је да је у нашој земљи до сада вакцинисано 438.000 људи, и истакла да је Србија по стопи вакцинације апсолутно прва у региону и друга у Европи.
Брнабић је, гостујући у јутарњем програму ТВ Пинк, потврдила да ће бити довољно доза за ревакцинацију јер се приликом доласка сваког контигента вакцина једна половина одмах одваја “са стране”, да би било довољно доза за ревакцинацију.
Србија је друга у Европи, одмах иза Велике Британије, али је Бри
... (1586 chars skipped) ... 
а од других земаља света у вези набавке вакцина.
Сви се једнако боре. И ми имамо потписане уговоре за више од 6,5 милиона вакцина, а у понедељак и уторак додатно ћемо потписати уговор за 11 милиона вакцина, поновила је премијерка и додала да се у тој ситуацији види како ЕУ, која пропагира владавину права, објављује поверљив уговор са “АстраЗенеком” као притисак да испоручи вакцине чланицама Уније.
Лако је бити добар када је лако, али је тешко бити солидаран када су најтежи тренуци као данас. Срб
... (1586 chars skipped) ...
духовно-моралним вредностима.
Србија и Република Српска обележавају заједнички празник – Дан српског јединства, слободе и националне заставе. Датум 15. септембар је изабран јер је тог дана, 1918. године, пробијен Солунски фронт. Празник се слави од прошле године.
11
Комеморативни скуп поводом смрти ратног команданта 549. Механизоване бригаде Војске Југославије и потпредседника Скупштине Србије Божидара Делића биће одржан у понедељак, 29. августа, у 11.30 у централном холу Дому Народне скупштине."	aa1be05c20852d7bee04ecdac57f1642
	1		1	"СРПСКА ЛИГА–ИСТОК 6. Коло ( – коло + )
-
Нова три бода у гостима...
– ФК Власина–ФК Трстеник 0:1 (0:1) –
Власотинце, 24. 09. 2011. –Трећа узастопна победа у гостима...!
Фудбалери ФК Трстеник су трећи пут за редом са гостовања на југу, донели кући цео плен-три вредна бода. Како пишу репортери, домаћи су имали две изгледне прилике до 15. минута, али су одмах Трстеничани већ у 18. минуту повели. Брзоноги играч гостију Пецић је сам завршио своју акцију, побегао својим чуварима и савладао домаћег голмана.
Тај резултат је остао и до краја, мада су домаћини имали најбољу прилику у 90. минуту да изједначе, међутим шанса није реализована и остали су опет без победе...
trstenicani.com"	45b76ec829c9cb8f659acb4815f71191
	1		1	"Актуелно
Возио мотокултиватор са 2,30 промила алкохола
Припадници Министарства унутрашњих послова у Прокупљу искључили су из саобраћаја педесетпетогодишњег мушкарца који је возио мотокултиватор са 2,30 промила алкохола у организму и без возачке дозволе.
Возачу је одређено задржавање до 24 сата и против њега су поднете одговарајуће прекршајне пријаве.
Брзи линкови
- Влада Републике Србије
- Документи грађана
- Притужбе на рад полиције
- Пријава имовног стања
- Пријава корупције у МУП-у
- Информатор о раду Министарства унутрашњих послова Републике Србије
- Апликација ЧЕЛИК - читач електронске личне карте
- Стање на граничним прелазима
- Родна равноправност
- Поглавља 23 и 24
- eУслуге МУП-а
- CERT RFC 2350
- Локације камера МУП-а у Београду"	8e5c533ac058fa8052518e67d729a576
			1	"У знак сећања на жртве НАТО агресије и обележавања четврт века од почетка бомбардовања Србије, седница СО Шид данас је отпочела минутом ћутања.
На 45. седници СО Шид разматрано је десет тачака дневног реда.
Донета је Одлука о усвајању Предлога ЛАП-а за унапређење родне равноправности у општини Шид за период 2024-2025. Разматран је Програм енергетске ефикасности општине Шид за 2024-2026. годину, као и Извештај о раду Општинске управе општине Шид за 2023. годину. На дневном реду нашле су се и тачке из области рада Одељења за урбанизам, комунално-стамбенe и имовинско-правнe послове."	aafeca0673b2c7b6608409bce2d6b0e8
		1	1	"Упркос чињеници да је унисекс доминирао модом 50-их и 60-их година, стил у то вријеме био је усмјерен на женственост и сензуалност. Хаљине 60-их година јасно одражавају строгост и елеганцију данашње моде. Тренутно, хаљине у овом правцу су најживљи приказ ретро моде, који заслужује пажњу. У својим издањима, ниједан дизајнер у данашњем свету није учинио без позивања на доба шездесетих. Дизајнери као што су Долце Габбана, Версаце, Лоуис Вуиттон не копирају ретро моду, већ само користе неке од његов
... (3213 chars skipped) ... 
ли хаљина шездесетих за венчање и данас одговарају трендовимаМода 21. века.
Ако сте невеста која планира да створи слику у овом стилу, размислите о неким тачкама:
- Практично читав период шездесетих невесте користио је сјајну шминку: експресивне стреле, лажне трепавице, густо обојене очи. Густе усне и бледа кожа ће употпунити слику.
- Обавезне совјетске хаљине од 60-их година биле су допуњене одговарајућом фризуром. Ако је то одећа - у стилу раних шездесетих, онда се праменови морају поставити п
... (3213 chars skipped) ...
роширена према доље помоћи ће да се лик учини уравнотеженијим, скрива недостатке фигурица, на примјер, недостатак струка.
Лабави и светли стиловираван рез скрива пуне бедра и бескрајан струк. Хаљине разних дужина - од претјерано кратких до маки ће омогућити да се утјеловљују различите слике!
Саветујемо вам да узмете пример од девојчица шездесетих, и нагласите своју нежност, женственост и елеганцију. Широк избор оутфита ће вам омогућити да одаберете хаљину за било који облик и према вашим жељама!"	6981f6c2be4fb7d5d8b59922c67f4c44
	1		1	"Берковићи стижу са три такмичара
ИЗВОР:
Моја Херцеговина
АУТОР:
Жарко Јањић
ФОТО:
Моја Херцеговина
Моја Херцеговина
АУТОР:
Жарко Јањић
ФОТО:
Моја Херцеговина
БЕРКОВИЋИ – На првенству Босне и Херцеговине за старије пионире и јуниоре, 3. маја у Мостару, наступиће три такмичара из џудо клуба “Берковићи” из Берковића.
Тренер берковићких џудиста Јово Самарџић
Са тренером клуба Јовом Самарџићем у Мостар ће путовати његова најмлађа кћерка Анђела Самарџић, која је првакиња Републике Српске у својој категорији, Игор Ђурица, који је такође првак Републике Српске и Огњен Абрамовић, трећепласирани са првенства Републике Српске.
Сви коментари су дјело и лично мишљење наших посјетилаца. Интернет магазин Mojahercegovina.com није одговоран за њих као ни за евентуалне реакције. Даље...
Mojahercegovina.com задржава право уклонити сваки коментар који је увредљив, вулгаран, порнографски, пријетећи, расистички или шовинистички.
Коментари на порталу су искључиво лично мишљење наших корисника, те ни у којем смислу не представљају ставове портала Mojahercegovina.com.
Коментарисањем пристајете на све горе наведене Услове коришћења.
Сакриј."	fb3735ee591ad6bd67e220ebd2de8e1e
